Escolaridad,Nivel Escolar,Ocupación,Ingreso,Cuenta de Nómina,Tarjeta de Débito,Tarjeta Dummy,Uso de Tarjeta,Bancos,BancoDummy,Tamaño de localidad,Región,RegionDummy,Genero,GeneroDummy,Edad
3,Secundaria.,trabajó por lo menos una hora,6400,Sí,Sí,1,0,Banco Azteca,8,100 000 y más habitantes,"Occidente y Bajío (Aguascalientes, Guanajuato, Jalisco, Michoacán, Nayarit, Querétaro, Zacatecas, Colima)",1,Hombre,1,20
6,Preparatoria o bachillerato,trabajó por lo menos una hora,8000,Sí,Sí,1,4,Santander,4,100 000 y más habitantes,"Occidente y Bajío (Aguascalientes, Guanajuato, Jalisco, Michoacán, Nayarit, Querétaro, Zacatecas, Colima)",1,Hombre,1,25
6,Preparatoria o bachillerato,trabajó por lo menos una hora,18000,Sí,Sí,1,3,Banorte,3,100 000 y más habitantes,"Occidente y Bajío (Aguascalientes, Guanajuato, Jalisco, Michoacán, Nayarit, Querétaro, Zacatecas, Colima)",1,Hombre,1,27
3,Secundaria.,trabajó por lo menos una hora,6400,No,,,0,0,0,100 000 y más habitantes,"Occidente y Bajío (Aguascalientes, Guanajuato, Jalisco, Michoacán, Nayarit, Querétaro, Zacatecas, Colima)",1,Hombre,1,46
3,Secundaria.,trabajó por lo menos una hora,4800,No,,,0,0,0,100 000 y más habitantes,"Occidente y Bajío (Aguascalientes, Guanajuato, Jalisco, Michoacán, Nayarit, Querétaro, Zacatecas, Colima)",1,Mujer,2,31
3,Secundaria.,trabajó por lo menos una hora,6000,Sí,Sí,1,0,Santander,4,100 000 y más habitantes,"Occidente y Bajío (Aguascalientes, Guanajuato, Jalisco, Michoacán, Nayarit, Querétaro, Zacatecas, Colima)",1,Hombre,1,45
2,Primaria,trabajó por lo menos una hora,4400,No,,,0,0,0,100 000 y más habitantes,"Occidente y Bajío (Aguascalientes, Guanajuato, Jalisco, Michoacán, Nayarit, Querétaro, Zacatecas, Colima)",1,Mujer,2,52
3,Secundaria.,Se dedica a los quehaceres del hogar o a cuidar a sus hijas o hijos,1200,No,,,0,0,0,100 000 y más habitantes,"Occidente y Bajío (Aguascalientes, Guanajuato, Jalisco, Michoacán, Nayarit, Querétaro, Zacatecas, Colima)",1,Mujer,2,49
4,Estudios técnicos con secundaria terminada,Se dedica a los quehaceres del hogar o a cuidar a sus hijas o hijos,0,No,,,0,0,0,100 000 y más habitantes,"Occidente y Bajío (Aguascalientes, Guanajuato, Jalisco, Michoacán, Nayarit, Querétaro, Zacatecas, Colima)",1,Mujer,2,29
3,Secundaria.,trabajó por lo menos una hora,10000,Sí,Sí,1,0,No sabe,5,100 000 y más habitantes,"Occidente y Bajío (Aguascalientes, Guanajuato, Jalisco, Michoacán, Nayarit, Querétaro, Zacatecas, Colima)",1,Mujer,2,36
3,Secundaria.,trabajó por lo menos una hora,4400,No,,,0,0,0,100 000 y más habitantes,"Occidente y Bajío (Aguascalientes, Guanajuato, Jalisco, Michoacán, Nayarit, Querétaro, Zacatecas, Colima)",1,Mujer,2,36
6,Preparatoria o bachillerato,trabajó por lo menos una hora,7200,Sí,Sí,1,4,Banorte,3,100 000 y más habitantes,"Occidente y Bajío (Aguascalientes, Guanajuato, Jalisco, Michoacán, Nayarit, Querétaro, Zacatecas, Colima)",1,Mujer,2,22
2,Primaria,Es jubilada(o) o pensionada(o),0,No,No,0,0,No sabe,5,100 000 y más habitantes,"Occidente y Bajío (Aguascalientes, Guanajuato, Jalisco, Michoacán, Nayarit, Querétaro, Zacatecas, Colima)",1,Mujer,2,61
3,Secundaria.,trabajó por lo menos una hora,8000,Sí,Sí,1,0,BBVA,2,100 000 y más habitantes,"Occidente y Bajío (Aguascalientes, Guanajuato, Jalisco, Michoacán, Nayarit, Querétaro, Zacatecas, Colima)",1,Hombre,1,42
3,Secundaria.,trabajó por lo menos una hora,8000,No,,,0,0,0,100 000 y más habitantes,"Occidente y Bajío (Aguascalientes, Guanajuato, Jalisco, Michoacán, Nayarit, Querétaro, Zacatecas, Colima)",1,Hombre,1,35
2,Primaria,Se dedica a los quehaceres del hogar o a cuidar a sus hijas o hijos,0,No,,,0,0,0,100 000 y más habitantes,"Occidente y Bajío (Aguascalientes, Guanajuato, Jalisco, Michoacán, Nayarit, Querétaro, Zacatecas, Colima)",1,Mujer,2,56
6,Preparatoria o bachillerato,trabajó por lo menos una hora,7000,Sí,Sí,1,2,No sabe,5,100 000 y más habitantes,"Occidente y Bajío (Aguascalientes, Guanajuato, Jalisco, Michoacán, Nayarit, Querétaro, Zacatecas, Colima)",1,Hombre,1,30
8,Licenciatura o ingeniería (profesional),trabajó por lo menos una hora,15000,Sí,Sí,1,30,Citibanamex,1,100 000 y más habitantes,"Occidente y Bajío (Aguascalientes, Guanajuato, Jalisco, Michoacán, Nayarit, Querétaro, Zacatecas, Colima)",1,Mujer,2,33
8,Licenciatura o ingeniería (profesional),No trabajó,0,Sí,Sí,1,0,BBVA,2,100 000 y más habitantes,"Occidente y Bajío (Aguascalientes, Guanajuato, Jalisco, Michoacán, Nayarit, Querétaro, Zacatecas, Colima)",1,Mujer,2,21
2,Primaria,Es jubilada(o) o pensionada(o),0,No,Sí,1,0,No sabe,5,100 000 y más habitantes,"Occidente y Bajío (Aguascalientes, Guanajuato, Jalisco, Michoacán, Nayarit, Querétaro, Zacatecas, Colima)",1,Mujer,2,82
6,Preparatoria o bachillerato,Se dedica a los quehaceres del hogar o a cuidar a sus hijas o hijos,0,No,Sí,1,0,No sabe,5,100 000 y más habitantes,"Occidente y Bajío (Aguascalientes, Guanajuato, Jalisco, Michoacán, Nayarit, Querétaro, Zacatecas, Colima)",1,Mujer,2,42
2,Primaria,Es jubilada(o) o pensionada(o),0,No,Sí,1,0,Banorte,3,100 000 y más habitantes,"Occidente y Bajío (Aguascalientes, Guanajuato, Jalisco, Michoacán, Nayarit, Querétaro, Zacatecas, Colima)",1,Mujer,2,84
3,Secundaria.,trabajó por lo menos una hora,12000,No,,,0,0,0,100 000 y más habitantes,"Occidente y Bajío (Aguascalientes, Guanajuato, Jalisco, Michoacán, Nayarit, Querétaro, Zacatecas, Colima)",1,Hombre,1,38
6,Preparatoria o bachillerato,trabajó por lo menos una hora,4000,No,Sí,1,0,Citibanamex,1,100 000 y más habitantes,"Occidente y Bajío (Aguascalientes, Guanajuato, Jalisco, Michoacán, Nayarit, Querétaro, Zacatecas, Colima)",1,Hombre,1,30
6,Preparatoria o bachillerato,trabajó por lo menos una hora,6000,No,,,0,0,0,100 000 y más habitantes,"Occidente y Bajío (Aguascalientes, Guanajuato, Jalisco, Michoacán, Nayarit, Querétaro, Zacatecas, Colima)",1,Hombre,1,20
8,Licenciatura o ingeniería (profesional),trabajó por lo menos una hora,4400,No,,,0,0,0,100 000 y más habitantes,"Occidente y Bajío (Aguascalientes, Guanajuato, Jalisco, Michoacán, Nayarit, Querétaro, Zacatecas, Colima)",1,Mujer,2,28
8,Licenciatura o ingeniería (profesional),trabajó por lo menos una hora,8000,No,Sí,1,0,Caja Popular Mexicana,9,100 000 y más habitantes,"Occidente y Bajío (Aguascalientes, Guanajuato, Jalisco, Michoacán, Nayarit, Querétaro, Zacatecas, Colima)",1,Hombre,1,24
2,Primaria,trabajó por lo menos una hora,8000,No,,,0,0,0,100 000 y más habitantes,"Occidente y Bajío (Aguascalientes, Guanajuato, Jalisco, Michoacán, Nayarit, Querétaro, Zacatecas, Colima)",1,Hombre,1,45
4,Estudios técnicos con secundaria terminada,trabajó por lo menos una hora,5000,Sí,Sí,1,1,BBVA,2,100 000 y más habitantes,"Occidente y Bajío (Aguascalientes, Guanajuato, Jalisco, Michoacán, Nayarit, Querétaro, Zacatecas, Colima)",1,Mujer,2,27
6,Preparatoria o bachillerato,trabajó por lo menos una hora,5600,Sí,Sí,1,0,Citibanamex,1,100 000 y más habitantes,"Occidente y Bajío (Aguascalientes, Guanajuato, Jalisco, Michoacán, Nayarit, Querétaro, Zacatecas, Colima)",1,Mujer,2,21
3,Secundaria.,trabajó por lo menos una hora,8000,No,,,0,0,0,100 000 y más habitantes,"Occidente y Bajío (Aguascalientes, Guanajuato, Jalisco, Michoacán, Nayarit, Querétaro, Zacatecas, Colima)",1,Hombre,1,56
8,Licenciatura o ingeniería (profesional),Es estudiante,0,No,,,0,0,0,100 000 y más habitantes,"Occidente y Bajío (Aguascalientes, Guanajuato, Jalisco, Michoacán, Nayarit, Querétaro, Zacatecas, Colima)",1,Mujer,2,19
2,Primaria,trabajó por lo menos una hora,12000,No,,,0,0,0,100 000 y más habitantes,"Occidente y Bajío (Aguascalientes, Guanajuato, Jalisco, Michoacán, Nayarit, Querétaro, Zacatecas, Colima)",1,Hombre,1,48
6,Preparatoria o bachillerato,trabajó por lo menos una hora,6000,Sí,Sí,1,2,Santander,4,100 000 y más habitantes,"Occidente y Bajío (Aguascalientes, Guanajuato, Jalisco, Michoacán, Nayarit, Querétaro, Zacatecas, Colima)",1,Hombre,1,20
6,Preparatoria o bachillerato,trabajó por lo menos una hora,6800,No,,,0,0,0,100 000 y más habitantes,"Occidente y Bajío (Aguascalientes, Guanajuato, Jalisco, Michoacán, Nayarit, Querétaro, Zacatecas, Colima)",1,Hombre,1,29
6,Preparatoria o bachillerato,trabajó por lo menos una hora,12000,Sí,Sí,1,5,Citibanamex,1,100 000 y más habitantes,"Occidente y Bajío (Aguascalientes, Guanajuato, Jalisco, Michoacán, Nayarit, Querétaro, Zacatecas, Colima)",1,Hombre,1,43
0,Ninguno,No trabajó,0,No,,,0,0,0,100 000 y más habitantes,"Occidente y Bajío (Aguascalientes, Guanajuato, Jalisco, Michoacán, Nayarit, Querétaro, Zacatecas, Colima)",1,Mujer,2,70
6,Preparatoria o bachillerato,trabajó por lo menos una hora,10000,Sí,Sí,1,10,Santander,4,100 000 y más habitantes,"Occidente y Bajío (Aguascalientes, Guanajuato, Jalisco, Michoacán, Nayarit, Querétaro, Zacatecas, Colima)",1,Hombre,1,39
3,Secundaria.,No trabajó,0,No,,,0,0,0,100 000 y más habitantes,"Occidente y Bajío (Aguascalientes, Guanajuato, Jalisco, Michoacán, Nayarit, Querétaro, Zacatecas, Colima)",1,Mujer,2,38
8,Licenciatura o ingeniería (profesional),trabajó por lo menos una hora,10000,Sí,Sí,1,1,Banco Azteca,8,100 000 y más habitantes,"Occidente y Bajío (Aguascalientes, Guanajuato, Jalisco, Michoacán, Nayarit, Querétaro, Zacatecas, Colima)",1,Hombre,1,57
2,Primaria,Se dedica a los quehaceres del hogar o a cuidar a sus hijas o hijos,0,No,Sí,1,0,0,0,100 000 y más habitantes,"Occidente y Bajío (Aguascalientes, Guanajuato, Jalisco, Michoacán, Nayarit, Querétaro, Zacatecas, Colima)",1,Mujer,2,64
6,Preparatoria o bachillerato,Se dedica a los quehaceres del hogar o a cuidar a sus hijas o hijos,0,No,,,0,0,0,100 000 y más habitantes,"Occidente y Bajío (Aguascalientes, Guanajuato, Jalisco, Michoacán, Nayarit, Querétaro, Zacatecas, Colima)",1,Mujer,2,47
3,Secundaria.,trabajó por lo menos una hora,10000,Sí,Sí,1,2,Banorte,3,100 000 y más habitantes,"Occidente y Bajío (Aguascalientes, Guanajuato, Jalisco, Michoacán, Nayarit, Querétaro, Zacatecas, Colima)",1,Hombre,1,29
8,Licenciatura o ingeniería (profesional),trabajó por lo menos una hora,4000,No,,,0,0,0,100 000 y más habitantes,"Occidente y Bajío (Aguascalientes, Guanajuato, Jalisco, Michoacán, Nayarit, Querétaro, Zacatecas, Colima)",1,Mujer,2,27
9,Maestría o doctorado,trabajó por lo menos una hora,16000,Sí,Sí,1,30,Citibanamex,1,100 000 y más habitantes,"Occidente y Bajío (Aguascalientes, Guanajuato, Jalisco, Michoacán, Nayarit, Querétaro, Zacatecas, Colima)",1,Hombre,1,50
3,Secundaria.,trabajó por lo menos una hora,9200,No,,,0,0,0,100 000 y más habitantes,"Occidente y Bajío (Aguascalientes, Guanajuato, Jalisco, Michoacán, Nayarit, Querétaro, Zacatecas, Colima)",1,Hombre,1,30
8,Licenciatura o ingeniería (profesional),trabajó por lo menos una hora,8000,Sí,Sí,1,4,BBVA,2,100 000 y más habitantes,"Occidente y Bajío (Aguascalientes, Guanajuato, Jalisco, Michoacán, Nayarit, Querétaro, Zacatecas, Colima)",1,Hombre,1,35
3,Secundaria.,trabajó por lo menos una hora,6000,No,,,0,0,0,100 000 y más habitantes,"Occidente y Bajío (Aguascalientes, Guanajuato, Jalisco, Michoacán, Nayarit, Querétaro, Zacatecas, Colima)",1,Mujer,2,24
3,Secundaria.,No trabajó,0,No,,,0,0,0,100 000 y más habitantes,"Occidente y Bajío (Aguascalientes, Guanajuato, Jalisco, Michoacán, Nayarit, Querétaro, Zacatecas, Colima)",1,Mujer,2,54
6,Preparatoria o bachillerato,trabajó por lo menos una hora,8600,Sí,No,0,0,Banco Azteca,8,100 000 y más habitantes,"Occidente y Bajío (Aguascalientes, Guanajuato, Jalisco, Michoacán, Nayarit, Querétaro, Zacatecas, Colima)",1,Hombre,1,24
3,Secundaria.,No trabajó,0,No,,,0,0,0,100 000 y más habitantes,"Occidente y Bajío (Aguascalientes, Guanajuato, Jalisco, Michoacán, Nayarit, Querétaro, Zacatecas, Colima)",1,Hombre,1,54
3,Secundaria.,trabajó por lo menos una hora,5600,Sí,Sí,1,4,BBVA,2,100 000 y más habitantes,"Occidente y Bajío (Aguascalientes, Guanajuato, Jalisco, Michoacán, Nayarit, Querétaro, Zacatecas, Colima)",1,Mujer,2,42
2,Primaria,No trabajó,0,No,,,0,0,0,100 000 y más habitantes,"Occidente y Bajío (Aguascalientes, Guanajuato, Jalisco, Michoacán, Nayarit, Querétaro, Zacatecas, Colima)",1,Hombre,1,31
2,Primaria,trabajó por lo menos una hora,1800,No,,,0,0,0,100 000 y más habitantes,"Occidente y Bajío (Aguascalientes, Guanajuato, Jalisco, Michoacán, Nayarit, Querétaro, Zacatecas, Colima)",1,Mujer,2,46
3,Secundaria.,trabajó por lo menos una hora,0,No,,,0,0,0,100 000 y más habitantes,"Occidente y Bajío (Aguascalientes, Guanajuato, Jalisco, Michoacán, Nayarit, Querétaro, Zacatecas, Colima)",1,Mujer,2,45
3,Secundaria.,Se dedica a los quehaceres del hogar o a cuidar a sus hijas o hijos,0,No,,,0,0,0,100 000 y más habitantes,"Occidente y Bajío (Aguascalientes, Guanajuato, Jalisco, Michoacán, Nayarit, Querétaro, Zacatecas, Colima)",1,Mujer,2,40
6,Preparatoria o bachillerato,trabajó por lo menos una hora,5600,Sí,Sí,1,0,Citibanamex,1,100 000 y más habitantes,"Occidente y Bajío (Aguascalientes, Guanajuato, Jalisco, Michoacán, Nayarit, Querétaro, Zacatecas, Colima)",1,Hombre,1,37
3,Secundaria.,trabajó por lo menos una hora,9600,No,Sí,1,0,Banco Azteca,8,100 000 y más habitantes,"Occidente y Bajío (Aguascalientes, Guanajuato, Jalisco, Michoacán, Nayarit, Querétaro, Zacatecas, Colima)",1,Hombre,1,49
3,Secundaria.,trabajó por lo menos una hora,5000,Sí,Sí,1,0,BBVA,2,100 000 y más habitantes,"Occidente y Bajío (Aguascalientes, Guanajuato, Jalisco, Michoacán, Nayarit, Querétaro, Zacatecas, Colima)",1,Mujer,2,40
6,Preparatoria o bachillerato,trabajó por lo menos una hora,10000,Sí,Sí,1,0,HSBC,6,100 000 y más habitantes,"Occidente y Bajío (Aguascalientes, Guanajuato, Jalisco, Michoacán, Nayarit, Querétaro, Zacatecas, Colima)",1,Hombre,1,26
8,Licenciatura o ingeniería (profesional),Se dedica a los quehaceres del hogar o a cuidar a sus hijas o hijos,0,No,,,0,0,0,100 000 y más habitantes,"Occidente y Bajío (Aguascalientes, Guanajuato, Jalisco, Michoacán, Nayarit, Querétaro, Zacatecas, Colima)",1,Mujer,2,51
8,Licenciatura o ingeniería (profesional),trabajó por lo menos una hora,4000,No,,,0,0,0,100 000 y más habitantes,"Occidente y Bajío (Aguascalientes, Guanajuato, Jalisco, Michoacán, Nayarit, Querétaro, Zacatecas, Colima)",1,Hombre,1,20
6,Preparatoria o bachillerato,Es jubilada(o) o pensionada(o),0,No,Sí,1,2,Banorte,3,100 000 y más habitantes,"Occidente y Bajío (Aguascalientes, Guanajuato, Jalisco, Michoacán, Nayarit, Querétaro, Zacatecas, Colima)",1,Mujer,2,53
3,Secundaria.,trabajó por lo menos una hora,8000,Sí,Sí,1,3,Banorte,3,100 000 y más habitantes,"Occidente y Bajío (Aguascalientes, Guanajuato, Jalisco, Michoacán, Nayarit, Querétaro, Zacatecas, Colima)",1,Hombre,1,33
3,Secundaria.,Se dedica a los quehaceres del hogar o a cuidar a sus hijas o hijos,0,No,,,0,0,0,100 000 y más habitantes,"Occidente y Bajío (Aguascalientes, Guanajuato, Jalisco, Michoacán, Nayarit, Querétaro, Zacatecas, Colima)",1,Mujer,2,53
6,Preparatoria o bachillerato,"tenía trabajo, pero no trabajó",40000,No,,,0,0,0,100 000 y más habitantes,"Occidente y Bajío (Aguascalientes, Guanajuato, Jalisco, Michoacán, Nayarit, Querétaro, Zacatecas, Colima)",1,Hombre,1,22
2,Primaria,trabajó por lo menos una hora,8000,No,,,0,0,0,100 000 y más habitantes,"Occidente y Bajío (Aguascalientes, Guanajuato, Jalisco, Michoacán, Nayarit, Querétaro, Zacatecas, Colima)",1,Hombre,1,38
8,Licenciatura o ingeniería (profesional),trabajó por lo menos una hora,8800,Sí,Sí,1,5,Banorte,3,100 000 y más habitantes,"Occidente y Bajío (Aguascalientes, Guanajuato, Jalisco, Michoacán, Nayarit, Querétaro, Zacatecas, Colima)",1,Hombre,1,34
8,Licenciatura o ingeniería (profesional),trabajó por lo menos una hora,8800,Sí,Sí,1,5,Banorte,3,100 000 y más habitantes,"Occidente y Bajío (Aguascalientes, Guanajuato, Jalisco, Michoacán, Nayarit, Querétaro, Zacatecas, Colima)",1,Hombre,1,34
3,Secundaria.,trabajó por lo menos una hora,3200,No,Sí,1,0,Citibanamex,1,100 000 y más habitantes,"Occidente y Bajío (Aguascalientes, Guanajuato, Jalisco, Michoacán, Nayarit, Querétaro, Zacatecas, Colima)",1,Mujer,2,40
2,Primaria,trabajó por lo menos una hora,1200,No,,,0,0,0,100 000 y más habitantes,"Occidente y Bajío (Aguascalientes, Guanajuato, Jalisco, Michoacán, Nayarit, Querétaro, Zacatecas, Colima)",1,Hombre,1,59
3,Secundaria.,trabajó por lo menos una hora,12000,Sí,Sí,1,0,Citibanamex,1,100 000 y más habitantes,"Occidente y Bajío (Aguascalientes, Guanajuato, Jalisco, Michoacán, Nayarit, Querétaro, Zacatecas, Colima)",1,Mujer,2,32
3,Secundaria.,trabajó por lo menos una hora,3200,No,,,0,0,0,100 000 y más habitantes,"Occidente y Bajío (Aguascalientes, Guanajuato, Jalisco, Michoacán, Nayarit, Querétaro, Zacatecas, Colima)",1,Mujer,2,28
8,Licenciatura o ingeniería (profesional),trabajó por lo menos una hora,10000,No,Sí,1,2,Banorte,3,100 000 y más habitantes,"Occidente y Bajío (Aguascalientes, Guanajuato, Jalisco, Michoacán, Nayarit, Querétaro, Zacatecas, Colima)",1,Mujer,2,30
3,Secundaria.,trabajó por lo menos una hora,4800,No,,,0,0,0,100 000 y más habitantes,"Occidente y Bajío (Aguascalientes, Guanajuato, Jalisco, Michoacán, Nayarit, Querétaro, Zacatecas, Colima)",1,Hombre,1,41
3,Secundaria.,trabajó por lo menos una hora,8000,No,,,0,0,0,100 000 y más habitantes,"Occidente y Bajío (Aguascalientes, Guanajuato, Jalisco, Michoacán, Nayarit, Querétaro, Zacatecas, Colima)",1,Hombre,1,20
2,Primaria,trabajó por lo menos una hora,0,No,,,0,0,0,100 000 y más habitantes,"Occidente y Bajío (Aguascalientes, Guanajuato, Jalisco, Michoacán, Nayarit, Querétaro, Zacatecas, Colima)",1,Mujer,2,29
6,Preparatoria o bachillerato,No trabajó,0,No,,,0,0,0,100 000 y más habitantes,"Occidente y Bajío (Aguascalientes, Guanajuato, Jalisco, Michoacán, Nayarit, Querétaro, Zacatecas, Colima)",1,Mujer,2,46
8,Licenciatura o ingeniería (profesional),trabajó por lo menos una hora,20000,Sí,Sí,1,15,BBVA,2,100 000 y más habitantes,"Occidente y Bajío (Aguascalientes, Guanajuato, Jalisco, Michoacán, Nayarit, Querétaro, Zacatecas, Colima)",1,Hombre,1,43
6,Preparatoria o bachillerato,trabajó por lo menos una hora,7000,Sí,Sí,1,0,Otros bancos,10,100 000 y más habitantes,"Occidente y Bajío (Aguascalientes, Guanajuato, Jalisco, Michoacán, Nayarit, Querétaro, Zacatecas, Colima)",1,Mujer,2,33
6,Preparatoria o bachillerato,trabajó por lo menos una hora,1000,No,,,0,0,0,100 000 y más habitantes,"Occidente y Bajío (Aguascalientes, Guanajuato, Jalisco, Michoacán, Nayarit, Querétaro, Zacatecas, Colima)",1,Hombre,1,25
8,Licenciatura o ingeniería (profesional),trabajó por lo menos una hora,10000,Sí,Sí,1,2,Banorte,3,100 000 y más habitantes,"Occidente y Bajío (Aguascalientes, Guanajuato, Jalisco, Michoacán, Nayarit, Querétaro, Zacatecas, Colima)",1,Hombre,1,36
4,Estudios técnicos con secundaria terminada,trabajó por lo menos una hora,4400,Sí,Sí,1,0,Santander,4,100 000 y más habitantes,"Occidente y Bajío (Aguascalientes, Guanajuato, Jalisco, Michoacán, Nayarit, Querétaro, Zacatecas, Colima)",1,Hombre,1,39
9,Maestría o doctorado,trabajó por lo menos una hora,16000,Sí,Sí,1,15,Citibanamex,1,100 000 y más habitantes,"Occidente y Bajío (Aguascalientes, Guanajuato, Jalisco, Michoacán, Nayarit, Querétaro, Zacatecas, Colima)",1,Hombre,1,41
6,Preparatoria o bachillerato,Se dedica a los quehaceres del hogar o a cuidar a sus hijas o hijos,0,No,No,0,0,Caja Popular Mexicana,9,15 000 a 99 999 habitantes,"Occidente y Bajío (Aguascalientes, Guanajuato, Jalisco, Michoacán, Nayarit, Querétaro, Zacatecas, Colima)",1,Mujer,2,37
3,Secundaria.,trabajó por lo menos una hora,4320,Sí,Sí,1,4,BBVA,2,15 000 a 99 999 habitantes,"Occidente y Bajío (Aguascalientes, Guanajuato, Jalisco, Michoacán, Nayarit, Querétaro, Zacatecas, Colima)",1,Mujer,2,34
0,Ninguno,trabajó por lo menos una hora,2800,No,,,0,0,0,15 000 a 99 999 habitantes,"Occidente y Bajío (Aguascalientes, Guanajuato, Jalisco, Michoacán, Nayarit, Querétaro, Zacatecas, Colima)",1,Mujer,2,63
2,Primaria,trabajó por lo menos una hora,11200,No,,,0,0,0,15 000 a 99 999 habitantes,"Occidente y Bajío (Aguascalientes, Guanajuato, Jalisco, Michoacán, Nayarit, Querétaro, Zacatecas, Colima)",1,Hombre,1,20
8,Licenciatura o ingeniería (profesional),trabajó por lo menos una hora,10000,Sí,Sí,1,0,Citibanamex,1,15 000 a 99 999 habitantes,"Occidente y Bajío (Aguascalientes, Guanajuato, Jalisco, Michoacán, Nayarit, Querétaro, Zacatecas, Colima)",1,Hombre,1,24
